received_at,esp32_millis,value
2026-07-01T02:33:54.552791,166384,30
2026-07-01T02:33:54.552791,166395,29
2026-07-01T02:33:54.552791,166405,29
2026-07-01T02:33:54.552791,166415,29
2026-07-01T02:33:54.552791,166426,29
2026-07-01T02:33:54.552791,166436,30
2026-07-01T02:33:54.552791,166446,29
2026-07-01T02:33:54.552791,166456,29
2026-07-01T02:33:54.552791,166467,29
2026-07-01T02:33:54.552791,166477,29
2026-07-01T02:33:54.552791,166487,29
2026-07-01T02:33:54.552791,166497,29
2026-07-01T02:33:54.552791,166508,29
2026-07-01T02:33:54.552791,166518,29
2026-07-01T02:33:54.552791,166528,30
2026-07-01T02:33:54.552791,166538,29
2026-07-01T02:33:54.552791,166548,30
2026-07-01T02:33:54.552791,166559,29
2026-07-01T02:33:55.229556,166707,29
2026-07-01T02:33:55.229556,166718,29
2026-07-01T02:33:55.229556,166728,29
2026-07-01T02:33:55.229556,166739,29
2026-07-01T02:33:55.229556,166749,29
2026-07-01T02:33:55.229556,166759,29
2026-07-01T02:33:55.229556,166770,29
2026-07-01T02:33:55.229556,166780,29
2026-07-01T02:33:55.229556,166790,29
2026-07-01T02:33:55.229556,166801,29
2026-07-01T02:33:55.229556,166811,29
2026-07-01T02:33:55.229556,166821,29
2026-07-01T02:33:55.229556,166831,29
2026-07-01T02:33:55.229556,166841,29
2026-07-01T02:33:55.229556,166852,29
2026-07-01T02:33:55.229556,166862,29
2026-07-01T02:33:55.229556,166872,29
2026-07-01T02:33:55.229556,166883,29
2026-07-01T02:33:55.229556,166893,29
2026-07-01T02:33:55.229556,166903,29
2026-07-01T02:33:55.229556,166913,29
2026-07-01T02:33:55.229556,166924,29
2026-07-01T02:33:55.229556,166934,29
2026-07-01T02:33:55.229556,166944,29
2026-07-01T02:33:55.229556,166954,29
2026-07-01T02:33:55.229556,166964,29
2026-07-01T02:33:55.229556,166975,29
2026-07-01T02:33:55.229556,166985,29
2026-07-01T02:33:55.229556,166995,29
2026-07-01T02:33:55.229556,167005,29
2026-07-01T02:33:55.229556,167016,29
2026-07-01T02:33:55.229556,167026,29
2026-07-01T02:33:55.229556,167036,29
2026-07-01T02:33:55.229556,167046,29
2026-07-01T02:33:55.229556,167056,29
2026-07-01T02:33:55.229556,167067,30
2026-07-01T02:33:55.229556,167077,29
2026-07-01T02:33:55.229556,167087,29
2026-07-01T02:33:55.229556,167098,29
2026-07-01T02:33:55.229556,167108,29
2026-07-01T02:33:55.229556,167118,29
2026-07-01T02:33:55.229556,167128,29
2026-07-01T02:33:55.229556,167138,29
2026-07-01T02:33:55.229556,167149,29
2026-07-01T02:33:55.229556,167159,29
2026-07-01T02:33:55.229556,167169,29
2026-07-01T02:33:55.229556,167180,29
2026-07-01T02:33:55.229556,167190,29
2026-07-01T02:33:55.229556,167200,29
2026-07-01T02:33:55.229556,167210,29
2026-07-01T02:33:55.948862,167420,29
2026-07-01T02:33:55.948862,167431,29
2026-07-01T02:33:55.948862,167441,29
2026-07-01T02:33:55.948862,167451,29
2026-07-01T02:33:55.948862,167461,29
2026-07-01T02:33:55.948862,167471,29
2026-07-01T02:33:55.948862,167482,29
2026-07-01T02:33:55.948862,167492,29
2026-07-01T02:33:55.948862,167502,29
2026-07-01T02:33:55.948862,167513,29
2026-07-01T02:33:55.948862,167523,29
2026-07-01T02:33:55.948862,167533,29
2026-07-01T02:33:55.948862,167543,29
2026-07-01T02:33:55.948862,167554,29
2026-07-01T02:33:55.948862,167564,29
2026-07-01T02:33:55.948862,167574,29
2026-07-01T02:33:55.948862,167584,29
2026-07-01T02:33:55.948862,167594,29
2026-07-01T02:33:55.948862,167605,29
2026-07-01T02:33:55.948862,167615,29
2026-07-01T02:33:55.948862,167625,30
2026-07-01T02:33:55.948862,167636,29
2026-07-01T02:33:55.948862,167646,30
2026-07-01T02:33:55.948862,167656,29
2026-07-01T02:33:55.948862,167666,29
2026-07-01T02:33:55.948862,167677,29
2026-07-01T02:33:55.948862,167687,29
2026-07-01T02:33:55.948862,167697,29
2026-07-01T02:33:55.948862,167707,29
2026-07-01T02:33:55.948862,167718,29
2026-07-01T02:33:55.948862,167728,29
2026-07-01T02:33:55.948862,167738,29
2026-07-01T02:33:55.948862,167748,29
2026-07-01T02:33:55.948862,167759,29
2026-07-01T02:33:55.948862,167769,29
2026-07-01T02:33:55.948862,167779,29
2026-07-01T02:33:55.948862,167789,30
2026-07-01T02:33:55.948862,167800,29
2026-07-01T02:33:55.948862,167810,29
2026-07-01T02:33:55.948862,167820,29
2026-07-01T02:33:55.948862,167830,29
2026-07-01T02:33:55.948862,167841,30
2026-07-01T02:33:55.948862,167851,29
2026-07-01T02:33:55.948862,167861,29
2026-07-01T02:33:55.948862,167871,29
2026-07-01T02:33:55.948862,167881,29
2026-07-01T02:33:55.948862,167892,29
2026-07-01T02:33:55.948862,167902,29
2026-07-01T02:33:55.948862,167912,29
2026-07-01T02:33:55.948862,167922,29
2026-07-01T02:33:56.595521,168106,29
2026-07-01T02:33:56.595521,168116,29
2026-07-01T02:33:56.595521,168127,29
2026-07-01T02:33:56.595521,168137,29
2026-07-01T02:33:56.595521,168147,29
2026-07-01T02:33:56.595521,168157,29
2026-07-01T02:33:56.595521,168168,29
2026-07-01T02:33:56.595521,168178,29
2026-07-01T02:33:56.595521,168188,29
2026-07-01T02:33:56.595521,168199,29
2026-07-01T02:33:56.595521,168209,29
2026-07-01T02:33:56.595521,168219,29
2026-07-01T02:33:56.595521,168229,29
2026-07-01T02:33:56.595521,168239,29
2026-07-01T02:33:56.595521,168250,29
2026-07-01T02:33:56.595521,168260,29
2026-07-01T02:33:56.595521,168270,29
2026-07-01T02:33:56.595521,168280,29
2026-07-01T02:33:56.595521,168291,29
2026-07-01T02:33:56.595521,168301,29
2026-07-01T02:33:56.595521,168311,29
2026-07-01T02:33:56.595521,168321,29
2026-07-01T02:33:56.595521,168332,29
2026-07-01T02:33:56.595521,168342,29
2026-07-01T02:33:56.595521,168352,29
2026-07-01T02:33:56.595521,168362,29
2026-07-01T02:33:56.595521,168372,30
2026-07-01T02:33:56.595521,168383,29
2026-07-01T02:33:56.595521,168393,29
2026-07-01T02:33:56.595521,168403,29
2026-07-01T02:33:56.595521,168413,29
2026-07-01T02:33:56.595521,168424,29
2026-07-01T02:33:56.595521,168434,29
2026-07-01T02:33:56.595521,168444,29
2026-07-01T02:33:56.595521,168454,29
2026-07-01T02:33:56.595521,168464,29
2026-07-01T02:33:56.595521,168475,29
2026-07-01T02:33:56.595521,168485,29
2026-07-01T02:33:56.595521,168495,29
2026-07-01T02:33:56.595521,168506,29
2026-07-01T02:33:56.595521,168516,29
2026-07-01T02:33:56.595521,168526,29
2026-07-01T02:33:56.595521,168536,29
2026-07-01T02:33:56.595521,168547,29
2026-07-01T02:33:56.595521,168557,29
2026-07-01T02:33:56.595521,168567,29
2026-07-01T02:33:56.595521,168577,29
2026-07-01T02:33:56.595521,168587,29
2026-07-01T02:33:56.595521,168598,29
2026-07-01T02:33:56.595521,168608,29
2026-07-01T02:33:57.205802,168745,29
2026-07-01T02:33:57.205802,168756,29
2026-07-01T02:33:57.205802,168766,29
2026-07-01T02:33:57.205802,168777,29
2026-07-01T02:33:57.205802,168787,29
2026-07-01T02:33:57.205802,168797,29
2026-07-01T02:33:57.205802,168808,29
2026-07-01T02:33:57.205802,168819,29
2026-07-01T02:33:57.205802,168829,29
2026-07-01T02:33:57.205802,168839,29
2026-07-01T02:33:57.205802,168849,29
2026-07-01T02:33:57.205802,168860,29
2026-07-01T02:33:57.205802,168870,29
2026-07-01T02:33:57.205802,168880,29
2026-07-01T02:33:57.205802,168890,29
2026-07-01T02:33:57.205802,168901,29
2026-07-01T02:33:57.205802,168911,29
2026-07-01T02:33:57.205802,168921,29
2026-07-01T02:33:57.205802,168931,29
2026-07-01T02:33:57.205802,168942,29
2026-07-01T02:33:57.205802,168952,29
2026-07-01T02:33:57.205802,168962,29
2026-07-01T02:33:57.205802,168972,29
2026-07-01T02:33:57.205802,168983,29
2026-07-01T02:33:57.205802,168993,29
2026-07-01T02:33:57.205802,169003,29
2026-07-01T02:33:57.205802,169013,29
2026-07-01T02:33:57.205802,169023,29
2026-07-01T02:33:57.205802,169034,29
2026-07-01T02:33:57.205802,169044,29
2026-07-01T02:33:57.205802,169054,29
2026-07-01T02:33:57.205802,169064,29
2026-07-01T02:33:57.205802,169075,29
2026-07-01T02:33:57.205802,169085,29
2026-07-01T02:33:57.205802,169095,29
2026-07-01T02:33:57.205802,169105,29
2026-07-01T02:33:57.205802,169116,29
2026-07-01T02:33:57.205802,169126,29
2026-07-01T02:33:57.205802,169136,29
2026-07-01T02:33:57.205802,169146,29
2026-07-01T02:33:57.205802,169157,29
2026-07-01T02:33:57.205802,169167,29
2026-07-01T02:33:57.205802,169177,29
2026-07-01T02:33:57.205802,169187,29
2026-07-01T02:33:57.205802,169197,29
2026-07-01T02:33:57.205802,169207,29
2026-07-01T02:33:57.205802,169217,29
2026-07-01T02:33:57.205802,169227,29
2026-07-01T02:33:57.205802,169237,29
2026-07-01T02:33:57.205802,169248,29
2026-07-01T02:33:57.755963,169352,29
2026-07-01T02:33:57.755963,169363,29
2026-07-01T02:33:57.755963,169374,29
2026-07-01T02:33:57.755963,169384,29
2026-07-01T02:33:57.755963,169395,29
2026-07-01T02:33:57.755963,169405,29
2026-07-01T02:33:57.755963,169415,29
2026-07-01T02:33:57.755963,169426,29
2026-07-01T02:33:57.755963,169436,29
2026-07-01T02:33:57.755963,169446,29
2026-07-01T02:33:57.755963,169456,29
2026-07-01T02:33:57.755963,169467,29
2026-07-01T02:33:57.755963,169477,29
2026-07-01T02:33:57.755963,169487,29
2026-07-01T02:33:57.755963,169497,29
2026-07-01T02:33:57.755963,169507,29
2026-07-01T02:33:57.755963,169518,29
2026-07-01T02:33:57.755963,169528,29
2026-07-01T02:33:57.755963,169538,29
2026-07-01T02:33:57.755963,169548,29
2026-07-01T02:33:57.755963,169559,29
2026-07-01T02:33:57.755963,169569,29
2026-07-01T02:33:57.755963,169579,29
2026-07-01T02:33:57.755963,169589,29
2026-07-01T02:33:57.755963,169599,29
2026-07-01T02:33:57.755963,169610,29
2026-07-01T02:33:57.755963,169620,29
2026-07-01T02:33:57.755963,169630,29
2026-07-01T02:33:57.755963,169640,29
2026-07-01T02:33:57.755963,169651,29
2026-07-01T02:33:57.755963,169661,29
2026-07-01T02:33:57.755963,169671,29
2026-07-01T02:33:57.755963,169681,29
2026-07-01T02:33:57.755963,169691,29
2026-07-01T02:33:57.755963,169702,29
2026-07-01T02:33:57.755963,169712,29
2026-07-01T02:33:57.755963,169722,29
2026-07-01T02:33:57.755963,169733,29
2026-07-01T02:33:57.755963,169743,29
2026-07-01T02:33:57.755963,169753,29
2026-07-01T02:33:57.755963,169763,29
2026-07-01T02:33:57.755963,169774,29
2026-07-01T02:33:57.755963,169784,29
2026-07-01T02:33:57.755963,169795,29
2026-07-01T02:33:57.755963,169805,29
2026-07-01T02:33:57.755963,169815,29
2026-07-01T02:33:57.755963,169825,29
2026-07-01T02:33:57.755963,169836,29
2026-07-01T02:33:57.755963,169846,29
2026-07-01T02:33:57.755963,169856,29
2026-07-01T02:33:58.302122,169907,29
2026-07-01T02:33:58.302122,169918,29
2026-07-01T02:33:58.302122,169928,29
2026-07-01T02:33:58.302122,169939,29
2026-07-01T02:33:58.302122,169949,29
2026-07-01T02:33:58.302122,169959,29
2026-07-01T02:33:58.302122,169970,29
2026-07-01T02:33:58.302122,169980,29
2026-07-01T02:33:58.302122,169990,29
2026-07-01T02:33:58.302122,170000,29
2026-07-01T02:33:58.302122,170010,29
2026-07-01T02:33:58.302122,170021,29
2026-07-01T02:33:58.302122,170031,29
2026-07-01T02:33:58.302122,170041,29
2026-07-01T02:33:58.302122,170052,29
2026-07-01T02:33:58.302122,170062,29
2026-07-01T02:33:58.302122,170072,29
2026-07-01T02:33:58.302122,170082,29
2026-07-01T02:33:58.302122,170092,29
2026-07-01T02:33:58.302122,170103,29
2026-07-01T02:33:58.302122,170113,29
2026-07-01T02:33:58.302122,170123,29
2026-07-01T02:33:58.302122,170133,29
2026-07-01T02:33:58.302122,170144,29
2026-07-01T02:33:58.302122,170154,29
2026-07-01T02:33:58.302122,170164,29
2026-07-01T02:33:58.302122,170175,29
2026-07-01T02:33:58.302122,170185,29
2026-07-01T02:33:58.302122,170195,29
2026-07-01T02:33:58.302122,170205,29
2026-07-01T02:33:58.302122,170215,29
2026-07-01T02:33:58.302122,170226,29
2026-07-01T02:33:58.302122,170236,29
2026-07-01T02:33:58.302122,170246,29
2026-07-01T02:33:58.302122,170257,29
2026-07-01T02:33:58.302122,170267,29
2026-07-01T02:33:58.302122,170277,29
2026-07-01T02:33:58.302122,170287,29
2026-07-01T02:33:58.302122,170297,29
2026-07-01T02:33:58.302122,170308,29
2026-07-01T02:33:58.302122,170318,29
2026-07-01T02:33:58.302122,170328,29
2026-07-01T02:33:58.302122,170338,29
2026-07-01T02:33:58.302122,170349,29
2026-07-01T02:33:58.302122,170359,29
2026-07-01T02:33:58.302122,170370,29
2026-07-01T02:33:58.302122,170380,29
2026-07-01T02:33:58.302122,170390,29
2026-07-01T02:33:58.302122,170400,29
2026-07-01T02:33:58.302122,170410,29
2026-07-01T02:33:58.873691,170459,29
2026-07-01T02:33:58.873691,170470,29
2026-07-01T02:33:58.873691,170480,29
2026-07-01T02:33:58.873691,170490,29
2026-07-01T02:33:58.873691,170501,29
2026-07-01T02:33:58.873691,170511,29
2026-07-01T02:33:58.873691,170521,29
2026-07-01T02:33:58.873691,170531,29
2026-07-01T02:33:58.873691,170541,29
2026-07-01T02:33:58.873691,170552,29
2026-07-01T02:33:58.873691,170562,29
2026-07-01T02:33:58.873691,170572,29
2026-07-01T02:33:58.873691,170583,29
2026-07-01T02:33:58.873691,170593,29
2026-07-01T02:33:58.873691,170603,29
2026-07-01T02:33:58.873691,170613,29
2026-07-01T02:33:58.873691,170624,29
2026-07-01T02:33:58.873691,170634,29
2026-07-01T02:33:58.873691,170644,29
2026-07-01T02:33:58.873691,170654,29
2026-07-01T02:33:58.873691,170664,29
2026-07-01T02:33:58.873691,170674,29
2026-07-01T02:33:58.873691,170685,29
2026-07-01T02:33:58.873691,170695,29
2026-07-01T02:33:58.873691,170705,29
2026-07-01T02:33:58.873691,170715,29
2026-07-01T02:33:58.873691,170725,29
2026-07-01T02:33:58.873691,170736,29
2026-07-01T02:33:58.873691,170746,29
2026-07-01T02:33:58.873691,170756,29
2026-07-01T02:33:58.873691,170767,29
2026-07-01T02:33:58.873691,170777,29
2026-07-01T02:33:58.873691,170787,29
2026-07-01T02:33:58.873691,170797,29
2026-07-01T02:33:58.873691,170807,29
2026-07-01T02:33:58.873691,170818,29
2026-07-01T02:33:58.873691,170828,30
2026-07-01T02:33:58.873691,170838,29
2026-07-01T02:33:58.873691,170848,29
2026-07-01T02:33:58.873691,170859,29
2026-07-01T02:33:58.873691,170869,29
2026-07-01T02:33:58.873691,170880,29
2026-07-01T02:33:58.873691,170890,29
2026-07-01T02:33:58.873691,170901,29
2026-07-01T02:33:58.873691,170911,29
2026-07-01T02:33:58.873691,170921,29
2026-07-01T02:33:58.873691,170931,29
2026-07-01T02:33:58.873691,170942,29
2026-07-01T02:33:58.873691,170952,29
2026-07-01T02:33:58.873691,170962,29
2026-07-01T02:33:59.421481,171031,29
2026-07-01T02:33:59.421481,171042,29
2026-07-01T02:33:59.421481,171052,29
2026-07-01T02:33:59.421481,171062,29
2026-07-01T02:33:59.421481,171072,29
2026-07-01T02:33:59.421481,171083,29
2026-07-01T02:33:59.421481,171093,29
2026-07-01T02:33:59.421481,171103,29
2026-07-01T02:33:59.421481,171113,29
2026-07-01T02:33:59.421481,171124,29
2026-07-01T02:33:59.421481,171134,29
2026-07-01T02:33:59.421481,171145,29
2026-07-01T02:33:59.421481,171155,29
2026-07-01T02:33:59.421481,171165,29
2026-07-01T02:33:59.421481,171175,29
2026-07-01T02:33:59.421481,171185,29
2026-07-01T02:33:59.421481,171196,29
2026-07-01T02:33:59.421481,171206,29
2026-07-01T02:33:59.421481,171216,29
2026-07-01T02:33:59.421481,171226,29
2026-07-01T02:33:59.421481,171237,29
2026-07-01T02:33:59.421481,171247,29
2026-07-01T02:33:59.421481,171257,29
2026-07-01T02:33:59.421481,171267,29
2026-07-01T02:33:59.421481,171278,29
2026-07-01T02:33:59.421481,171288,29
2026-07-01T02:33:59.421481,171298,29
2026-07-01T02:33:59.421481,171308,29
2026-07-01T02:33:59.421481,171318,29
2026-07-01T02:33:59.421481,171329,29
2026-07-01T02:33:59.421481,171339,29
2026-07-01T02:33:59.421481,171349,29
2026-07-01T02:33:59.421481,171359,29
2026-07-01T02:33:59.421481,171370,29
2026-07-01T02:33:59.421481,171380,29
2026-07-01T02:33:59.421481,171390,29
2026-07-01T02:33:59.421481,171400,29
2026-07-01T02:33:59.421481,171411,29
2026-07-01T02:33:59.421481,171421,29
2026-07-01T02:33:59.421481,171431,29
2026-07-01T02:33:59.421481,171441,29
2026-07-01T02:33:59.421481,171451,29
2026-07-01T02:33:59.421481,171462,29
2026-07-01T02:33:59.421481,171472,29
2026-07-01T02:33:59.421481,171482,29
2026-07-01T02:33:59.421481,171493,29
2026-07-01T02:33:59.421481,171503,29
2026-07-01T02:33:59.421481,171513,29
2026-07-01T02:33:59.421481,171523,29
2026-07-01T02:33:59.421481,171533,29
2026-07-01T02:34:00.398030,171587,29
2026-07-01T02:34:00.398030,171597,29
2026-07-01T02:34:00.398030,171607,29
2026-07-01T02:34:00.398030,171617,29
2026-07-01T02:34:00.398030,171628,29
2026-07-01T02:34:00.398030,171638,29
2026-07-01T02:34:00.398030,171648,29
2026-07-01T02:34:00.398030,171658,29
2026-07-01T02:34:00.398030,171669,29
2026-07-01T02:34:00.398030,171679,29
2026-07-01T02:34:00.398030,171689,29
2026-07-01T02:34:00.398030,171699,29
2026-07-01T02:34:00.398030,171710,29
2026-07-01T02:34:00.398030,171720,29
2026-07-01T02:34:00.398030,171730,29
2026-07-01T02:34:00.398030,171740,29
2026-07-01T02:34:00.398030,171751,29
2026-07-01T02:34:00.398030,171761,29
2026-07-01T02:34:00.398030,171771,29
2026-07-01T02:34:00.398030,171781,29
2026-07-01T02:34:00.398030,171792,29
2026-07-01T02:34:00.398030,171802,29
2026-07-01T02:34:00.398030,171812,29
2026-07-01T02:34:00.398030,171822,29
2026-07-01T02:34:00.398030,171833,29
2026-07-01T02:34:00.398030,171843,29
2026-07-01T02:34:00.398030,171853,29
2026-07-01T02:34:00.398030,171863,29
2026-07-01T02:34:00.398030,171874,29
2026-07-01T02:34:00.398030,171884,29
2026-07-01T02:34:00.398030,171894,29
2026-07-01T02:34:00.398030,171905,29
2026-07-01T02:34:00.398030,171915,29
2026-07-01T02:34:00.398030,171925,29
2026-07-01T02:34:00.398030,171935,29
2026-07-01T02:34:00.398030,171945,29
2026-07-01T02:34:00.398030,171956,29
2026-07-01T02:34:00.398030,171966,29
2026-07-01T02:34:00.398030,171976,29
2026-07-01T02:34:00.398030,171986,29
2026-07-01T02:34:00.398030,171997,29
2026-07-01T02:34:00.398030,172007,29
2026-07-01T02:34:00.398030,172017,29
2026-07-01T02:34:00.398030,172027,29
2026-07-01T02:34:00.398030,172037,29
2026-07-01T02:34:00.398030,172048,29
2026-07-01T02:34:00.398030,172058,29
2026-07-01T02:34:00.398030,172068,29
2026-07-01T02:34:00.398030,172078,29
2026-07-01T02:34:00.398030,172089,29
2026-07-01T02:34:01.228718,172590,29
2026-07-01T02:34:01.228718,172601,29
2026-07-01T02:34:01.228718,172612,29
2026-07-01T02:34:01.228718,172622,29
2026-07-01T02:34:01.228718,172632,29
2026-07-01T02:34:01.228718,172642,29
2026-07-01T02:34:01.228718,172653,29
2026-07-01T02:34:01.228718,172663,29
2026-07-01T02:34:01.228718,172673,29
2026-07-01T02:34:01.228718,172684,29
2026-07-01T02:34:01.228718,172694,29
2026-07-01T02:34:01.228718,172705,29
2026-07-01T02:34:01.228718,172715,29
2026-07-01T02:34:01.228718,172725,29
2026-07-01T02:34:01.228718,172735,29
2026-07-01T02:34:01.228718,172746,29
2026-07-01T02:34:01.228718,172756,29
2026-07-01T02:34:01.228718,172766,29
2026-07-01T02:34:01.228718,172776,29
2026-07-01T02:34:01.228718,172786,29
2026-07-01T02:34:01.228718,172797,29
2026-07-01T02:34:01.228718,172807,29
2026-07-01T02:34:01.228718,172817,29
2026-07-01T02:34:01.228718,172827,29
2026-07-01T02:34:01.228718,172838,29
2026-07-01T02:34:01.228718,172848,29
2026-07-01T02:34:01.228718,172858,29
2026-07-01T02:34:01.228718,172868,29
2026-07-01T02:34:01.228718,172878,29
2026-07-01T02:34:01.228718,172889,29
2026-07-01T02:34:01.228718,172899,29
2026-07-01T02:34:01.228718,172909,29
2026-07-01T02:34:01.228718,172919,29
2026-07-01T02:34:01.228718,172930,29
2026-07-01T02:34:01.228718,172940,29
2026-07-01T02:34:01.228718,172950,29
2026-07-01T02:34:01.228718,172960,29
2026-07-01T02:34:01.228718,172970,29
2026-07-01T02:34:01.228718,172981,29
2026-07-01T02:34:01.228718,172991,29
2026-07-01T02:34:01.228718,173001,29
2026-07-01T02:34:01.228718,173011,29
2026-07-01T02:34:01.228718,173022,29
2026-07-01T02:34:01.228718,173032,29
2026-07-01T02:34:01.228718,173042,29
2026-07-01T02:34:01.228718,173052,29
2026-07-01T02:34:01.228718,173062,29
2026-07-01T02:34:01.228718,173073,29
2026-07-01T02:34:01.228718,173083,29
2026-07-01T02:34:01.228718,173093,29
2026-07-01T02:34:01.821893,173390,29
2026-07-01T02:34:01.821893,173400,29
2026-07-01T02:34:01.821893,173411,29
2026-07-01T02:34:01.821893,173421,29
2026-07-01T02:34:01.821893,173432,29
2026-07-01T02:34:01.821893,173442,29
2026-07-01T02:34:01.821893,173452,29
2026-07-01T02:34:01.821893,173462,29
2026-07-01T02:34:01.821893,173472,29
2026-07-01T02:34:01.821893,173483,29
2026-07-01T02:34:01.821893,173493,29
2026-07-01T02:34:01.821893,173503,29
2026-07-01T02:34:01.821893,173513,29
2026-07-01T02:34:01.821893,173524,29
2026-07-01T02:34:01.821893,173534,29
2026-07-01T02:34:01.821893,173544,29
2026-07-01T02:34:01.821893,173554,29
2026-07-01T02:34:01.821893,173564,29
2026-07-01T02:34:01.821893,173575,29
2026-07-01T02:34:01.821893,173585,29
2026-07-01T02:34:01.821893,173595,29
2026-07-01T02:34:01.821893,173605,29
2026-07-01T02:34:01.821893,173616,29
2026-07-01T02:34:01.821893,173626,29
2026-07-01T02:34:01.821893,173636,29
2026-07-01T02:34:01.821893,173646,29
2026-07-01T02:34:01.821893,173657,29
2026-07-01T02:34:01.821893,173667,29
2026-07-01T02:34:01.821893,173677,29
2026-07-01T02:34:01.821893,173687,29
2026-07-01T02:34:01.821893,173697,29
2026-07-01T02:34:01.821893,173708,29
2026-07-01T02:34:01.821893,173718,29
2026-07-01T02:34:01.821893,173728,29
2026-07-01T02:34:01.821893,173738,29
2026-07-01T02:34:01.821893,173749,29
2026-07-01T02:34:01.821893,173759,29
2026-07-01T02:34:01.821893,173769,29
2026-07-01T02:34:01.821893,173780,29
2026-07-01T02:34:01.821893,173790,29
2026-07-01T02:34:01.821893,173800,29
2026-07-01T02:34:01.821893,173810,29
2026-07-01T02:34:01.821893,173821,29
2026-07-01T02:34:01.821893,173831,29
2026-07-01T02:34:01.821893,173841,29
2026-07-01T02:34:01.821893,173851,29
2026-07-01T02:34:01.821893,173862,29
2026-07-01T02:34:01.821893,173872,29
2026-07-01T02:34:01.821893,173882,29
2026-07-01T02:34:01.821893,173892,29
2026-07-01T02:34:02.370030,173971,29
2026-07-01T02:34:02.370030,173981,29
2026-07-01T02:34:02.370030,173992,29
2026-07-01T02:34:02.370030,174002,29
2026-07-01T02:34:02.370030,174012,29
2026-07-01T02:34:02.370030,174022,29
2026-07-01T02:34:02.370030,174033,29
2026-07-01T02:34:02.370030,174043,29
2026-07-01T02:34:02.370030,174053,29
2026-07-01T02:34:02.370030,174064,29
2026-07-01T02:34:02.370030,174074,29
2026-07-01T02:34:02.370030,174084,29
2026-07-01T02:34:02.370030,174094,29
2026-07-01T02:34:02.370030,174104,29
2026-07-01T02:34:02.370030,174115,29
2026-07-01T02:34:02.370030,174125,29
2026-07-01T02:34:02.370030,174135,29
2026-07-01T02:34:02.370030,174146,29
2026-07-01T02:34:02.370030,174156,29
2026-07-01T02:34:02.370030,174166,29
2026-07-01T02:34:02.370030,174176,29
2026-07-01T02:34:02.370030,174186,29
2026-07-01T02:34:02.370030,174197,29
2026-07-01T02:34:02.370030,174207,29
2026-07-01T02:34:02.370030,174217,29
2026-07-01T02:34:02.370030,174227,29
2026-07-01T02:34:02.370030,174238,29
2026-07-01T02:34:02.370030,174248,29
2026-07-01T02:34:02.370030,174258,29
2026-07-01T02:34:02.370030,174268,29
2026-07-01T02:34:02.370030,174278,29
2026-07-01T02:34:02.370030,174289,29
2026-07-01T02:34:02.370030,174299,29
2026-07-01T02:34:02.370030,174309,29
2026-07-01T02:34:02.370030,174319,29
2026-07-01T02:34:02.370030,174330,29
2026-07-01T02:34:02.370030,174340,29
2026-07-01T02:34:02.370030,174350,29
2026-07-01T02:34:02.370030,174360,29
2026-07-01T02:34:02.370030,174371,29
2026-07-01T02:34:02.370030,174381,29
2026-07-01T02:34:02.370030,174391,29
2026-07-01T02:34:02.370030,174401,29
2026-07-01T02:34:02.370030,174412,29
2026-07-01T02:34:02.370030,174422,29
2026-07-01T02:34:02.370030,174432,29
2026-07-01T02:34:02.370030,174442,29
2026-07-01T02:34:02.370030,174453,29
2026-07-01T02:34:02.370030,174463,29
2026-07-01T02:34:02.370030,174473,29
2026-07-01T02:34:03.048093,174519,29
2026-07-01T02:34:03.048093,174529,29
2026-07-01T02:34:03.048093,174541,29
2026-07-01T02:34:03.048093,174552,29
2026-07-01T02:34:03.048093,174562,29
2026-07-01T02:34:03.048093,174572,29
2026-07-01T02:34:03.048093,174582,29
2026-07-01T02:34:03.048093,174593,29
2026-07-01T02:34:03.048093,174603,29
2026-07-01T02:34:03.048093,174613,29
2026-07-01T02:34:03.048093,174623,29
2026-07-01T02:34:03.048093,174633,29
2026-07-01T02:34:03.048093,174644,29
2026-07-01T02:34:03.048093,174654,29
2026-07-01T02:34:03.048093,174664,29
2026-07-01T02:34:03.048093,174675,29
2026-07-01T02:34:03.048093,174685,29
2026-07-01T02:34:03.048093,174695,29
2026-07-01T02:34:03.048093,174705,29
2026-07-01T02:34:03.048093,174715,29
2026-07-01T02:34:03.048093,174726,29
2026-07-01T02:34:03.048093,174736,29
2026-07-01T02:34:03.048093,174746,29
2026-07-01T02:34:03.048093,174756,29
2026-07-01T02:34:03.048093,174767,29
2026-07-01T02:34:03.048093,174777,29
2026-07-01T02:34:03.048093,174787,29
2026-07-01T02:34:03.048093,174797,29
2026-07-01T02:34:03.048093,174808,29
2026-07-01T02:34:03.048093,174818,29
2026-07-01T02:34:03.048093,174828,29
2026-07-01T02:34:03.048093,174838,29
2026-07-01T02:34:03.048093,174848,29
2026-07-01T02:34:03.048093,174859,29
2026-07-01T02:34:03.048093,174869,29
2026-07-01T02:34:03.048093,174880,29
2026-07-01T02:34:03.048093,174890,29
2026-07-01T02:34:03.048093,174900,29
2026-07-01T02:34:03.048093,174910,29
2026-07-01T02:34:03.048093,174920,29
2026-07-01T02:34:03.048093,174931,29
2026-07-01T02:34:03.048093,174941,29
2026-07-01T02:34:03.048093,174951,29
2026-07-01T02:34:03.048093,174962,29
2026-07-01T02:34:03.048093,174972,29
2026-07-01T02:34:03.048093,174982,29
2026-07-01T02:34:03.048093,174992,29
2026-07-01T02:34:03.048093,175002,29
